id,uri,type,title,summary,metaDescription,contactEmail,contactName,contactTelephone
dataset_landing_page_250, /peoplepopulationandcommunity /birthsdeathsandmarriages /ageing /datasets /midyearpopulationestimatesoftheveryoldincludingcentenariansenglandandwales,dataset_landing_page,Mid-Year Population Estimates of the Very Old (including Centenarians): England and Wales,"Annual mid-year population estimates for those aged 90 and over by sex and single year of age (90 to 104) and the 105 & over age group, 2002-2014, England and Wales (as a whole).","Annual mid-year population estimates for those aged 90 and over by sex and single year of age (90 to 104) and the 105 & over age group, 2002-2014, England and Wales (as a whole).",ageing@ons.gsi.gov.uk,Angele Storey,+44 (0)1329 444512
dataset_landing_page_251, /peoplepopulationandcommunity /birthsdeathsandmarriages /conceptionandfertilityrates /datasets /quarterlyconceptionstowomenagedunder18englandandwales,dataset_landing_page,"Quarterly conceptions to women aged under 18, England and Wales",Number of conceptions to women aged under 18 for England and Wales by regions and other local authority areas.,Number of conceptions to women aged under 18 for England and Wales by regions and other local authority areas,vsob@ons.gsi.gov.uk,Elizabeth McLaren,+44 (0)1329 444110
dataset_landing_page_252, /peoplepopulationandcommunity /birthsdeathsandmarriages /conceptionandfertilityrates /datasets /childbearingforwomenbornindifferentyearsreferencetable,dataset_landing_page,Childbearing for Women Born in Different Years,Analysis of fertility by cohort. Cohort fertility analysis allows the fertility experience of a group of women sharing the same birth year (a 'cohort') to be traced through time and compared with the experience of other cohorts.,Analysis of fertility by cohort. Cohort fertility analysis allows the fertility experience of a group of women sharing the same birth year (a 'cohort') to be traced through time and compared with the experience of other cohorts.,fertility@ons.gsi.gov.uk,Oliver Dormon,+44 (0)1329 44 4644
dataset_landing_page_253, /peoplepopulationandcommunity /birthsdeathsandmarriages /conceptionandfertilityrates /datasets /conceptionstatisticsenglandandwalesreferencetables,dataset_landing_page,"Conception Statistics, England and Wales",Annual statistics on conceptions to women usually resident in England and Wales.,Annual statistics on conceptions to women usually resident in England and Wales.,vsob@ons.gsi.gov.uk,Elizabeth McLaren,+44 (0)1329 444110
dataset_landing_page_254, /peoplepopulationandcommunity /birthsdeathsandmarriages /conceptionandfertilityrates /datasets /cohortfertilityenglandandwales,dataset_landing_page,Cohort Fertility: England and Wales,Presents data on fertility by year of birth of mother rather than the year of birth of child. This package includes average number of live-born children and the proportion of women remaining childless by year of birth.,Presents data on fertility by year of birth of mother rather than the year of birth of child. This package includes average number of live-born children and the proportion of women remaining childless by year of birth.,oliver.dormon @ons.gsi.gov.uk,Oliver Dormon,+44 (0)1329 444644
dataset_landing_page_255, /peoplepopulationandcommunity /birthsdeathsandmarriages /deaths /datasets /weeklyprovisionalfiguresondeathsregisteredinenglandandwales,dataset_landing_page,Weekly provisional figures on deaths registered in England and Wales,Weekly death figures provide provisional counts of the number of deaths registered in England and Wales in the latest weeks for which data are available.,Weekly death figures provide provisional counts of the number of deaths registered in England and Wales in the latest weeks for which data are available.,vsob@ons.gsi.gov.uk,Elizabeth McLaren,+44 (0)1329 444110
dataset_landing_page_256, /peoplepopulationandcommunity /birthsdeathsandmarriages /deaths /datasets /deathregistrationssummarytablesenglandandwalesreferencetables,dataset_landing_page,Death registrations summary tables - England and Wales,"Death statistics reported include counts of deaths by age and sex and by selected cause. Standardised mortality ratios, age-standardised mortality rates and infant mortality rates by area of usual residence are also included. ",Death statistics reported include counts of deaths by age and sex and by selected cause. Standardised mortality ratios and infant mortality rates by area of usual residence are also included.,vsob@ons.gsi.gov.uk ,Elizabeth McLaren,"+44 (0)1329 444110	"
dataset_landing_page_257, /peoplepopulationandcommunity /birthsdeathsandmarriages /deaths /datasets /deathsregisteredbyareaofusualresidenceenglandandwales,dataset_landing_page,"Deaths Registered by Area of Usual Residence, UK",Presents data on death registrations in the United Kingdom by area of usual residence. The release contains a summary table providing key mortality measures (numbers and rates including age standardised mortality rates) for the United Kingdom and its constituent countries and a table providing numbers of deaths in England and Wales by age and sex.,Presents data on death registrations in the United Kingdom by area of usual residence. The release contains a summary table providing key mortality measures (numbers and rates including age standardised mortality rates) for the United Kingdom and its constituent countries and a table providing numbers of deaths in England and Wales by age and sex.,vsob@ons.gsi.gov.uk ,Elizabeth McLaren,+44 (0)1329 444110
dataset_landing_page_258, /peoplepopulationandcommunity /healthandsocialcare /conditionsanddiseases /datasets /cancersurvivalratescancersurvivalinenglandadultsdiagnosed,dataset_landing_page,Cancer Survival in England - Adults Diagnosed,"One- and five- year net survival and predicted net survival for adults in England diagnosed with one of 24 common cancers, by age and sex.","One- and five- year net survival and predicted net survival for adults in England diagnosed with one of 24 common cancers, by age and sex.",cancer.newport @ons.gsi.gov.uk ,Emma Nash,+44 (0)1633 656844
dataset_landing_page_259, /peoplepopulationandcommunity /birthsdeathsandmarriages /deaths /datasets /deathsregisteredinenglandandwalesseriesdrreferencetables,dataset_landing_page,Deaths Registered in England and Wales (Series DR),"Deaths registered by age, sex and selected underlying cause of death. Tables also provide both mortality rates and numbers of deaths over time.","Deaths registered by age, sex and selected underlying cause of death. Tables also provide both mortality rates and numbers of deaths over time.",vsob@ons.gsi.gov.uk,Elizabeth McLaren,+44 (0)1329 444110
dataset_landing_page_260, /peoplepopulationandcommunity /birthsdeathsandmarriages /deaths /datasets /the21stcenturymortalityfilesdeathsdataset,dataset_landing_page,The 21st Century Mortality Files - Deaths Dataset,"Dataset containing aggregated numbers of deaths by age-group, sex, year and underlying cause.","Dataset containing aggregated numbers of deaths by age-group, sex, year and underlying cause.",mortality@ons.gsi.gov.uk,Claudia Wells,+44 (0)1633 455867
dataset_landing_page_261, /peoplepopulationandcommunity /populationandmigration /populationestimates /datasets /vitalstatisticspopulationandhealthreferencetables,dataset_landing_page,Vital Statistics: Population and Health Reference Tables,"Population, demography and health annual data - a selection of life event statistics.","Population, demography and health annual data - a selection of life event statistics.",vsob@ons.gsi.gov.uk,Elizabeth McLaren,+44 (0)1329 444110
dataset_landing_page_262, /peoplepopulationandcommunity /birthsdeathsandmarriages /divorce /datasets /divorcesinenglandandwaleschildrenofdivorcedcouples,dataset_landing_page,Divorces in England and Wales: Children of Divorced Couples,Divorce statistics on the number and age of children in families where the parents divorce are provided in these tables.,Divorce statistics on the number and age of children in families where the parents divorce are provided in these tables.,"vsob@ons.gsi.gov.uk 	",Elizabeth McLaren,"+44 (0)1329 444110	"
dataset_landing_page_263, /peoplepopulationandcommunity /birthsdeathsandmarriages /divorce /datasets /divorcesinenglandandwalesageatmarriagedurationofmarriageandcohortanalyses,dataset_landing_page,"Divorces in England and Wales: Age at Marriage, Duration of Marriage and Cohort Analyses",Divorce statistics by age at marriage and duration of marriage are provided in these tables. Cohort analyses providing the percentage of marriages ending in divorce by year of marriage and anniversary and proportions of men/women who have ever divorced by age and year of birth are also included.,Divorce statistics by age at marriage and duration of marriage are provided in these tables. Cohort analyses providing the percentage of marriages ending in divorce by year of marriage and anniversary and proportions of men/women who have ever divorced by age and year of birth are also included.,"vsob@ons.gsi.gov.uk 	",Elizabeth McLaren,"+44 (0)1329 444110	"
dataset_landing_page_264, /peoplepopulationandcommunity /birthsdeathsandmarriages /divorce /datasets /divorcesinenglandandwalesnumberofdivorcesageatdivorceandmaritalstatusbeforemarriage,dataset_landing_page,"Divorces in England and Wales: Number of Divorces, Age at Divorce and Marital Status before Marriage",Divorce statistics by age at divorce and marital status before marriage are provided in these tables.,Divorce statistics by age at divorce and marital status before marriage are provided in these tables.,"vsob@ons.gsi.gov.uk 	",Elizabeth McLaren,"+44 (0)1329 444110	"
dataset_landing_page_265, /peoplepopulationandcommunity /populationandmigration /populationestimates /datasets /vitalstatisticspopulationandhealthreferencetables,dataset_landing_page,Vital Statistics: Population and Health Reference Tables,"Population, demography and health annual data - a selection of life event statistics.","Population, demography and health annual data - a selection of life event statistics.",vsob@ons.gsi.gov.uk,Elizabeth McLaren,+44 (0)1329 444110
